exception_id,exception_type,domain,source_system,region,asset_class,missing_field_count,age_days,break_amount,price_movement_pct,duplicate_flag,currency_mismatch_flag,refresh_delay_hours,severity,root_cause,owner,sla_hours,resolution_label,created_at
EXC0000304,Position Reconciliation Break,Positions,SimCorp,EMEA,Corporate Bond,1,9,55480.74,3.12,0,0,8,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-26
EXC0000305,Delayed Source Load,Source Control,SimCorp,Americas,Government Bond,1,2,6564.08,2.79,0,0,68,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Open,2026-05-05
EXC0000306,Price Outlier,Pricing,ABOR,EMEA,Equity,0,5,1182.1,16.09,0,0,2,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-04-17
EXC0000307,Position Reconciliation Break,Positions,SimCorp,EMEA,Equity,0,2,2369.45,0.63,0,0,8,Low,Position Reconciliation Break pattern detected from source controls,Reconciliation,72,Open,2026-04-27
EXC0000308,Unknown / Needs SME Review,Reference Data,Custodian,EMEA,Corporate Bond,0,11,1446.3,1.22,0,0,14,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-07
EXC0000309,Trade Match Break,Trades,Bloomberg,Americas,Derivative,0,1,21091.72,5.84,0,0,13,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-04-19
EXC0000310,Trade Match Break,Trades,Bloomberg,Americas,Government Bond,0,17,11268.26,-2.04,0,0,2,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-06
EXC0000311,Unknown / Needs SME Review,Reference Data,Murex,EMEA,ETF,1,11,530.09,-0.1,0,0,14,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-04
EXC0000312,Stale Price,Pricing,Bloomberg,Americas,ETF,1,6,6873.95,4.2,0,0,61,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Open,2026-04-28
EXC0000313,Position Reconciliation Break,Positions,SimCorp,Americas,Government Bond,1,6,178078.3,-0.85,0,0,8,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-22
EXC0000314,Trade Match Break,Trades,SimCorp,APAC,Equity,1,0,95713.05,-0.14,0,0,16,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-09
EXC0000315,Missing Reference Data,Reference Data,Murex,EMEA,Derivative,1,0,1471.0,5.68,0,0,12,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-03-25
EXC0000316,Missing Client Mapping,Client Data,ABOR,Americas,Government Bond,1,14,2689.5,2.41,0,0,19,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-05-09
EXC0000317,Stale Price,Pricing,Custodian,EMEA,Corporate Bond,0,11,3813.28,3.64,0,0,55,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Resolved,2026-04-11
EXC0000318,Performance Return Outlier,Positions,Custodian,Americas,Government Bond,1,2,7485.48,13.28,0,0,19,Medium,Performance Return Outlier pattern detected from source controls,Reconciliation,48,Open,2026-04-11
EXC0000319,Trade Match Break,Trades,Custodian,APAC,Government Bond,0,16,7484.11,1.79,0,0,16,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-12
EXC0000320,Stale Price,Pricing,Custodian,EMEA,Derivative,0,21,850.22,1.73,0,0,27,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Open,2026-05-11
EXC0000321,Price Outlier,Pricing,IBOR,APAC,Corporate Bond,0,14,1289.16,5.38,0,0,2,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-05-13
EXC0000322,Delayed Source Load,Source Control,Aladdin,EMEA,Derivative,1,19,2168.06,-0.62,0,0,83,High,Delayed Source Load pattern detected from source controls,Source Systems,24,Resolved,2026-03-25
EXC0000323,Trade Match Break,Trades,ABOR,APAC,Equity,1,15,37921.34,5.84,0,0,10,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-16
EXC0000324,Price Outlier,Pricing,ABOR,APAC,Corporate Bond,0,20,1222.27,8.13,0,0,19,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-05-11
EXC0000325,Price Outlier,Pricing,Murex,EMEA,Equity,1,12,3110.13,9.88,0,0,18,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-04-01
EXC0000326,Duplicate Record,Trades,Refinitiv,EMEA,Derivative,0,17,9317.8,2.76,1,0,0,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-03-25
EXC0000327,Price Outlier,Pricing,Aladdin,APAC,Government Bond,1,17,1120.93,15.24,0,0,5,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Open,2026-04-18
EXC0000328,Performance Return Outlier,Positions,Bloomberg,EMEA,Government Bond,0,7,40941.88,15.02,0,0,10,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Resolved,2026-04-16
EXC0000329,Missing Reference Data,Reference Data,Refinitiv,Americas,Equity,2,1,2808.62,1.82,0,0,12,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-01
EXC0000330,Stale Price,Pricing,Custodian,Americas,Equity,0,9,678.56,-2.91,0,0,50,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-04-24
EXC0000331,Trade Match Break,Trades,SimCorp,EMEA,Derivative,0,4,29608.81,1.28,0,0,5,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Escalated,2026-05-15
EXC0000332,Stale Price,Pricing,Aladdin,Americas,Derivative,0,19,745.32,-1.62,0,0,29,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Resolved,2026-04-05
EXC0000333,Missing Client Mapping,Client Data,SimCorp,APAC,Corporate Bond,2,15,1764.28,2.77,0,0,16,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-04-30
EXC0000334,Performance Return Outlier,Positions,IBOR,EMEA,ETF,1,19,104154.53,15.61,0,0,18,Critical,Performance Return Outlier pattern detected from source controls,Reconciliation,8,Resolved,2026-04-10
EXC0000335,Duplicate Record,Trades,SimCorp,EMEA,Corporate Bond,1,7,52514.56,3.69,1,0,14,High,Duplicate Record pattern detected from source controls,Trade Support,24,Suppressed,2026-05-17
EXC0000336,Delayed Source Load,Source Control,IBOR,Americas,Derivative,1,11,3295.76,-0.24,0,0,37,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Open,2026-04-29
EXC0000337,Missing Client Mapping,Client Data,IBOR,Americas,Equity,1,5,8352.42,-1.74,0,0,18,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-04-28
EXC0000338,Stale Price,Pricing,Custodian,Americas,Equity,0,10,2124.52,-1.19,0,0,39,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Resolved,2026-05-01
EXC0000339,Missing Reference Data,Reference Data,Aladdin,EMEA,Corporate Bond,3,0,4390.6,6.55,0,0,13,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Open,2026-04-15
EXC0000340,Duplicate Record,Trades,Aladdin,APAC,Equity,1,7,10160.66,9.07,1,0,13,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Escalated,2026-04-23
EXC0000341,Unknown / Needs SME Review,Reference Data,ABOR,APAC,ETF,0,19,520.67,6.5,0,0,9,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Resolved,2026-03-25
EXC0000342,Delayed Source Load,Source Control,Custodian,APAC,Derivative,0,13,1412.45,-2.35,0,0,44,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Resolved,2026-04-06
EXC0000343,Duplicate Record,Trades,ABOR,EMEA,Derivative,0,18,70883.2,-1.94,1,0,10,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Resolved,2026-04-22
EXC0000344,Missing Reference Data,Reference Data,Murex,APAC,Derivative,4,16,14298.27,-1.16,0,0,2,High,Missing Reference Data pattern detected from source controls,Reference Data Ops,24,Resolved,2026-05-03
EXC0000345,Missing Client Mapping,Client Data,Refinitiv,Americas,Equity,1,1,1807.42,3.44,0,0,15,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Resolved,2026-04-27
EXC0000346,Invalid Currency,Reference Data,Murex,APAC,Equity,1,10,800.91,6.77,0,1,6,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-01
EXC0000347,Performance Return Outlier,Positions,Refinitiv,Americas,Equity,0,6,26530.49,16.11,0,0,14,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Resolved,2026-04-09
EXC0000348,Invalid Currency,Reference Data,Murex,APAC,ETF,1,2,984.69,1.97,0,1,0,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Open,2026-03-25
EXC0000349,Missing Reference Data,Reference Data,IBOR,Americas,Equity,1,4,2028.05,-0.81,0,0,2,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-06
EXC0000350,Duplicate Record,Trades,SimCorp,APAC,ETF,1,0,3042.81,0.79,1,0,5,Low,Duplicate Record pattern detected from source controls,Trade Support,72,Resolved,2026-03-24
EXC0000351,Trade Match Break,Trades,Aladdin,APAC,Government Bond,1,4,17088.93,1.72,0,0,5,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Suppressed,2026-05-09
EXC0000352,Trade Match Break,Trades,Murex,EMEA,ETF,1,14,51379.97,3.71,0,0,2,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-05-14
EXC0000353,Duplicate Record,Trades,Refinitiv,EMEA,Equity,1,5,139974.48,0.25,1,0,13,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-04-07
EXC0000354,Performance Return Outlier,Positions,ABOR,Americas,Government Bond,0,15,54477.29,11.53,0,0,1,Critical,Performance Return Outlier pattern detected from source controls,Reconciliation,8,Resolved,2026-03-22
EXC0000355,Missing Client Mapping,Client Data,SimCorp,Americas,Equity,3,6,7341.84,2.19,0,0,2,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-04-17
EXC0000356,Missing Reference Data,Reference Data,Refinitiv,Americas,Equity,4,1,1331.69,1.75,0,0,12,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-22
EXC0000357,Stale Price,Pricing,SimCorp,APAC,ETF,1,15,3412.96,0.51,0,0,35,High,Stale Price pattern detected from source controls,Pricing Control,24,Resolved,2026-04-19
EXC0000358,Trade Match Break,Trades,Aladdin,Americas,Government Bond,0,3,51178.63,1.8,0,0,13,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-10
EXC0000359,Invalid Currency,Reference Data,Custodian,EMEA,ETF,0,21,1085.42,1.26,0,1,17,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-03-22
EXC0000360,Duplicate Record,Trades,Refinitiv,APAC,Equity,1,9,111580.86,-0.45,1,0,15,High,Duplicate Record pattern detected from source controls,Trade Support,24,Escalated,2026-05-16
EXC0000361,Position Reconciliation Break,Positions,SimCorp,APAC,Corporate Bond,1,0,8905.39,3.71,0,0,7,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-04-03
EXC0000362,Trade Match Break,Trades,Bloomberg,Americas,Equity,1,5,86051.29,5.44,0,0,12,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-24
EXC0000363,Missing Client Mapping,Client Data,Refinitiv,APAC,Government Bond,4,7,3683.45,1.93,0,0,4,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Escalated,2026-04-01
EXC0000364,Missing Reference Data,Reference Data,SimCorp,Americas,Government Bond,4,10,1096.4,1.39,0,0,16,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-06
EXC0000365,Duplicate Record,Trades,IBOR,APAC,ETF,1,14,90465.56,3.4,1,0,17,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Resolved,2026-03-31
EXC0000366,Missing Client Mapping,Client Data,Bloomberg,Americas,Equity,4,6,1346.92,1.96,0,0,11,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Resolved,2026-04-06
EXC0000367,Price Outlier,Pricing,Custodian,APAC,Equity,0,6,7033.44,19.42,0,0,9,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-04-11
EXC0000368,Stale Price,Pricing,IBOR,Americas,Derivative,0,20,4771.06,1.77,0,0,30,High,Stale Price pattern detected from source controls,Pricing Control,24,Escalated,2026-04-18
EXC0000369,Invalid Currency,Reference Data,Bloomberg,APAC,ETF,1,4,3772.38,2.97,0,1,16,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Escalated,2026-05-18
EXC0000370,Stale Price,Pricing,Aladdin,APAC,Equity,0,16,3478.01,5.83,0,0,58,High,Stale Price pattern detected from source controls,Pricing Control,24,Open,2026-03-31
EXC0000371,Position Reconciliation Break,Positions,Aladdin,Americas,Corporate Bond,1,3,49099.22,4.67,0,0,1,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-27
EXC0000372,Performance Return Outlier,Positions,Custodian,APAC,Government Bond,1,5,33948.26,10.18,0,0,12,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Resolved,2026-04-26
EXC0000373,Missing Reference Data,Reference Data,Aladdin,EMEA,Government Bond,3,13,6204.73,4.2,0,0,4,High,Missing Reference Data pattern detected from source controls,Reference Data Ops,24,Resolved,2026-04-03
EXC0000374,Performance Return Outlier,Positions,Aladdin,APAC,ETF,0,2,68507.23,14.22,0,0,1,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Resolved,2026-05-15
EXC0000375,Stale Price,Pricing,Refinitiv,APAC,Corporate Bond,0,3,922.81,1.0,0,0,87,Low,Stale Price pattern detected from source controls,Pricing Control,72,Suppressed,2026-05-09
EXC0000376,Position Reconciliation Break,Positions,Bloomberg,APAC,Government Bond,1,18,22541.94,3.58,0,0,1,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-03-25
EXC0000377,Stale Price,Pricing,Refinitiv,EMEA,ETF,1,2,1049.91,5.32,0,0,75,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-03-23
EXC0000378,Invalid Currency,Reference Data,IBOR,APAC,Equity,1,3,1765.79,-0.38,0,1,17,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Resolved,2026-03-25
EXC0000379,Unknown / Needs SME Review,Reference Data,ABOR,EMEA,Government Bond,1,16,1237.76,1.43,0,0,17,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Open,2026-05-19
EXC0000380,Price Outlier,Pricing,Refinitiv,Americas,Corporate Bond,1,10,224.26,15.0,0,0,15,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-04-26
EXC0000381,Performance Return Outlier,Positions,Aladdin,APAC,ETF,1,7,42131.44,11.54,0,0,12,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Resolved,2026-04-16
EXC0000382,Invalid Currency,Reference Data,SimCorp,Americas,Equity,0,18,10282.71,-1.54,0,1,12,High,Invalid Currency pattern detected from source controls,Reference Data Ops,24,Open,2026-05-01
EXC0000383,Unknown / Needs SME Review,Reference Data,ABOR,EMEA,Corporate Bond,0,19,2335.52,2.75,0,0,0,High,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,24,Resolved,2026-05-14
EXC0000384,Invalid Currency,Reference Data,Aladdin,EMEA,ETF,0,2,19353.75,-1.69,0,1,16,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-05-17
EXC0000385,Invalid Currency,Reference Data,SimCorp,EMEA,Government Bond,0,10,1599.47,4.34,0,1,0,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-04
EXC0000386,Unknown / Needs SME Review,Reference Data,Murex,APAC,Equity,0,20,2158.48,4.87,0,0,15,High,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,24,Resolved,2026-04-01
EXC0000387,Invalid Currency,Reference Data,Bloomberg,Americas,Derivative,0,2,1663.39,-0.1,0,1,14,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-12
EXC0000388,Delayed Source Load,Source Control,Aladdin,APAC,Equity,1,9,1897.45,-1.67,0,0,89,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Resolved,2026-05-13
EXC0000389,Price Outlier,Pricing,ABOR,APAC,Government Bond,1,4,2430.86,22.14,0,0,1,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-04-25
EXC0000390,Stale Price,Pricing,IBOR,APAC,Equity,0,3,6052.58,0.2,0,0,47,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Escalated,2026-04-22
EXC0000391,Duplicate Record,Trades,ABOR,APAC,Government Bond,1,19,71033.35,0.98,1,0,4,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Resolved,2026-05-13
EXC0000392,Price Outlier,Pricing,IBOR,APAC,Corporate Bond,1,14,1820.69,11.9,0,0,10,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-05-08
EXC0000393,Trade Match Break,Trades,Custodian,APAC,ETF,0,2,41826.17,-0.83,0,0,13,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-04-22
EXC0000394,Delayed Source Load,Source Control,IBOR,APAC,ETF,0,7,5034.48,5.65,0,0,89,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Resolved,2026-05-04
EXC0000395,Duplicate Record,Trades,Aladdin,APAC,Derivative,0,6,32407.1,-0.1,1,0,4,High,Duplicate Record pattern detected from source controls,Trade Support,24,Open,2026-04-29
EXC0000396,Unknown / Needs SME Review,Reference Data,Aladdin,APAC,Equity,0,20,590.7,3.84,0,0,9,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Open,2026-05-06
EXC0000397,Trade Match Break,Trades,Custodian,Americas,ETF,1,6,45578.38,-0.72,0,0,9,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-05-08
EXC0000398,Price Outlier,Pricing,Refinitiv,Americas,Corporate Bond,1,2,4426.82,13.88,0,0,8,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Escalated,2026-03-21
EXC0000399,Stale Price,Pricing,ABOR,EMEA,ETF,0,21,1230.87,2.63,0,0,73,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Resolved,2026-05-08
EXC0000400,Unknown / Needs SME Review,Reference Data,Murex,EMEA,Derivative,1,1,3087.66,1.84,0,0,1,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Open,2026-04-14
EXC0000401,Trade Match Break,Trades,Bloomberg,Americas,Derivative,0,21,9284.67,0.87,0,0,6,High,Trade Match Break pattern detected from source controls,Trade Support,24,Escalated,2026-03-30
EXC0000402,Performance Return Outlier,Positions,Bloomberg,Americas,Derivative,1,7,76286.81,13.85,0,0,7,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Resolved,2026-05-02
EXC0000403,Trade Match Break,Trades,SimCorp,Americas,Derivative,1,15,11094.0,0.48,0,0,5,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-30
EXC0000404,Price Outlier,Pricing,ABOR,EMEA,ETF,1,11,2637.23,18.81,0,0,2,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Suppressed,2026-04-15
EXC0000405,Missing Client Mapping,Client Data,Refinitiv,APAC,Derivative,1,5,2088.12,2.33,0,0,8,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Resolved,2026-05-14
EXC0000406,Duplicate Record,Trades,Bloomberg,APAC,ETF,1,11,33748.68,6.08,1,0,18,High,Duplicate Record pattern detected from source controls,Trade Support,24,Open,2026-04-11
EXC0000407,Position Reconciliation Break,Positions,IBOR,Americas,Equity,1,3,19452.2,2.4,0,0,3,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-05-10
EXC0000408,Trade Match Break,Trades,Refinitiv,EMEA,Derivative,1,11,13443.86,2.99,0,0,13,High,Trade Match Break pattern detected from source controls,Trade Support,24,Open,2026-04-04
EXC0000409,Position Reconciliation Break,Positions,Custodian,EMEA,ETF,1,1,16982.15,4.21,0,0,19,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-04-10
EXC0000410,Delayed Source Load,Source Control,ABOR,APAC,Derivative,1,5,2953.16,0.37,0,0,73,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Resolved,2026-04-26
EXC0000411,Stale Price,Pricing,SimCorp,APAC,Corporate Bond,1,1,786.98,-3.01,0,0,79,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-04-27
EXC0000412,Missing Reference Data,Reference Data,IBOR,Americas,Government Bond,2,13,940.39,1.51,0,0,2,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-09
EXC0000413,Missing Reference Data,Reference Data,ABOR,APAC,Government Bond,2,20,693.47,3.64,0,0,14,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Escalated,2026-05-16
EXC0000414,Position Reconciliation Break,Positions,Murex,EMEA,Equity,1,0,27194.82,6.53,0,0,6,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-03-22
EXC0000415,Delayed Source Load,Source Control,ABOR,Americas,ETF,1,13,1845.94,-0.95,0,0,66,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Open,2026-05-16
EXC0000416,Invalid Currency,Reference Data,SimCorp,EMEA,Corporate Bond,1,11,750.12,4.25,0,1,14,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-09
EXC0000417,Unknown / Needs SME Review,Reference Data,IBOR,Americas,Equity,1,4,1461.1,2.15,0,0,5,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-16
EXC0000418,Duplicate Record,Trades,Custodian,Americas,Corporate Bond,1,15,138963.5,0.53,1,0,10,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Escalated,2026-04-21
EXC0000419,Position Reconciliation Break,Positions,Aladdin,EMEA,ETF,1,17,69409.66,-1.11,0,0,9,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Resolved,2026-04-05
EXC0000420,Duplicate Record,Trades,Custodian,APAC,ETF,0,20,12231.26,0.04,1,0,16,High,Duplicate Record pattern detected from source controls,Trade Support,24,Open,2026-05-04
EXC0000421,Delayed Source Load,Source Control,SimCorp,EMEA,Corporate Bond,0,1,7659.64,2.93,0,0,46,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Resolved,2026-03-29
EXC0000422,Missing Reference Data,Reference Data,Custodian,APAC,Corporate Bond,1,3,1025.67,4.56,0,0,7,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-13
EXC0000423,Position Reconciliation Break,Positions,Custodian,APAC,Derivative,1,11,21970.76,-5.31,0,0,0,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-03-30
EXC0000424,Trade Match Break,Trades,IBOR,EMEA,Government Bond,0,16,7273.79,2.78,0,0,4,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-26
EXC0000425,Unknown / Needs SME Review,Reference Data,ABOR,EMEA,Corporate Bond,1,4,2121.94,0.07,0,0,3,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-17
EXC0000426,Stale Price,Pricing,Custodian,Americas,Derivative,0,7,955.43,0.3,0,0,84,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-05-06
EXC0000427,Missing Reference Data,Reference Data,Refinitiv,Americas,Equity,2,9,394.89,2.54,0,0,15,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Suppressed,2026-04-26
EXC0000428,Duplicate Record,Trades,Murex,APAC,ETF,0,14,47989.97,6.3,1,0,0,High,Duplicate Record pattern detected from source controls,Trade Support,24,Escalated,2026-03-26
EXC0000429,Duplicate Record,Trades,Bloomberg,APAC,Government Bond,1,5,19761.62,-0.29,1,0,7,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Resolved,2026-04-30
EXC0000430,Trade Match Break,Trades,Bloomberg,Americas,Corporate Bond,0,6,16950.34,1.26,0,0,2,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Escalated,2026-04-25
EXC0000431,Position Reconciliation Break,Positions,Murex,EMEA,ETF,0,3,200387.38,-2.44,0,0,17,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-05
EXC0000432,Duplicate Record,Trades,Murex,APAC,Corporate Bond,1,4,35135.47,2.6,1,0,14,High,Duplicate Record pattern detected from source controls,Trade Support,24,Suppressed,2026-05-03
EXC0000433,Trade Match Break,Trades,Refinitiv,APAC,ETF,0,20,40620.05,-0.23,0,0,2,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-04-01
EXC0000434,Trade Match Break,Trades,ABOR,EMEA,Corporate Bond,1,16,84477.72,5.44,0,0,13,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-05-03
EXC0000435,Stale Price,Pricing,Murex,Americas,ETF,0,20,1065.74,2.4,0,0,26,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Escalated,2026-03-24
EXC0000436,Missing Client Mapping,Client Data,ABOR,EMEA,Government Bond,1,20,825.36,0.79,0,0,1,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Escalated,2026-04-08
EXC0000437,Trade Match Break,Trades,Custodian,EMEA,Derivative,1,10,103358.64,0.81,0,0,12,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-03-21
EXC0000438,Duplicate Record,Trades,ABOR,Americas,Government Bond,0,3,23181.94,2.41,1,0,10,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Resolved,2026-04-15
EXC0000439,Trade Match Break,Trades,Custodian,EMEA,Equity,0,17,100332.5,3.23,0,0,3,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Open,2026-04-07
EXC0000440,Stale Price,Pricing,Aladdin,EMEA,ETF,1,21,612.58,-1.42,0,0,95,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Resolved,2026-04-08
EXC0000441,Invalid Currency,Reference Data,Aladdin,EMEA,Equity,1,4,1251.02,1.13,0,1,0,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Escalated,2026-05-08
EXC0000442,Trade Match Break,Trades,Murex,Americas,ETF,0,16,45369.67,1.49,0,0,9,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Escalated,2026-05-18
EXC0000443,Stale Price,Pricing,Bloomberg,EMEA,Corporate Bond,0,8,2545.43,2.03,0,0,66,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Resolved,2026-03-23
EXC0000444,Performance Return Outlier,Positions,SimCorp,APAC,Derivative,0,20,15621.36,12.14,0,0,6,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Resolved,2026-04-14
EXC0000445,Performance Return Outlier,Positions,Murex,EMEA,Corporate Bond,0,4,6983.04,17.31,0,0,5,Medium,Performance Return Outlier pattern detected from source controls,Reconciliation,48,Resolved,2026-05-12
EXC0000446,Invalid Currency,Reference Data,Bloomberg,Americas,Government Bond,1,14,2680.59,3.89,0,1,14,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Suppressed,2026-04-13
