exception_id,exception_type,domain,source_system,region,asset_class,missing_field_count,age_days,break_amount,price_movement_pct,duplicate_flag,currency_mismatch_flag,refresh_delay_hours,severity,root_cause,owner,sla_hours,resolution_label,created_at,sla_status,recurrence_count,is_high_value_break,predicted_exception_type,confidence_score,owner_recommendation,root_cause_hint,recommended_action,sme_review_flag,priority_score,explainability_summary,anomaly_score,anomaly_flag,reason_code,severity_recommendation
EXC0000405,Missing Client Mapping,Client Data,Refinitiv,APAC,Derivative,1,5,2088.12,2.33,0,0,8,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Resolved,2026-05-14,Breached,15,0,Missing Client Mapping,0.947,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,35.0,"Missing Client Mapping in Client Data from Refinitiv is ranked Low because the item is 5 days old, has a break amount of 2088.12, and carries confidence 0.947.",0.0521,False,Multi-factor isolation signal,Low
EXC0000406,Duplicate Record,Trades,Bloomberg,APAC,ETF,1,11,33748.68,6.08,1,0,18,High,Duplicate Record pattern detected from source controls,Trade Support,24,Open,2026-04-11,Breached,17,0,Duplicate Record,0.891,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,55.7,"Duplicate Record in Trades from Bloomberg is ranked High because the item is 11 days old, has a break amount of 33748.68, and carries confidence 0.891.",0.1738,False,Multi-factor isolation signal,High
EXC0000407,Position Reconciliation Break,Positions,IBOR,Americas,Equity,1,3,19452.2,2.4,0,0,3,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-05-10,Breached,27,0,Position Reconciliation Break,0.888,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,46.3,"Position Reconciliation Break in Positions from IBOR is ranked Medium because the item is 3 days old, has a break amount of 19452.2, and carries confidence 0.888.",0.1228,False,Multi-factor isolation signal,Medium
EXC0000408,Trade Match Break,Trades,Refinitiv,EMEA,Derivative,1,11,13443.86,2.99,0,0,13,High,Trade Match Break pattern detected from source controls,Trade Support,24,Open,2026-04-04,Breached,15,0,Trade Match Break,0.9,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,53.9,"Trade Match Break in Trades from Refinitiv is ranked High because the item is 11 days old, has a break amount of 13443.86, and carries confidence 0.9.",0.0484,False,Multi-factor isolation signal,High
EXC0000409,Position Reconciliation Break,Positions,Custodian,EMEA,ETF,1,1,16982.15,4.21,0,0,19,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-04-10,Within SLA,18,0,Position Reconciliation Break,0.675,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",True,27.8,"Position Reconciliation Break in Positions from Custodian is ranked Medium because the item is 1 days old, has a break amount of 16982.15, and carries confidence 0.675.",0.2247,False,Multi-factor isolation signal,Medium
EXC0000410,Delayed Source Load,Source Control,ABOR,APAC,Derivative,1,5,2953.16,0.37,0,0,73,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Resolved,2026-04-26,Breached,22,0,Delayed Source Load,0.967,Source Systems,Most similar historical pattern: Delayed Source Load,Check source-system batch status and notify technology owner if SLA breached.,False,43.9,"Delayed Source Load in Source Control from ABOR is ranked Medium because the item is 5 days old, has a break amount of 2953.16, and carries confidence 0.967.",0.3664,False,Late source refresh,Medium
EXC0000411,Stale Price,Pricing,SimCorp,APAC,Corporate Bond,1,1,786.98,-3.01,0,0,79,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-04-27,Within SLA,16,0,Stale Price,0.905,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,15.4,"Stale Price in Pricing from SimCorp is ranked Low because the item is 1 days old, has a break amount of 786.98, and carries confidence 0.905.",0.5733,True,Late source refresh,High
EXC0000412,Missing Reference Data,Reference Data,IBOR,Americas,Government Bond,2,13,940.39,1.51,0,0,2,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-09,Breached,25,0,Missing Reference Data,0.857,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,36.3,"Missing Reference Data in Reference Data from IBOR is ranked Low because the item is 13 days old, has a break amount of 940.39, and carries confidence 0.857.",0.0481,False,Aging unresolved item,Low
EXC0000413,Missing Reference Data,Reference Data,ABOR,APAC,Government Bond,2,20,693.47,3.64,0,0,14,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Escalated,2026-05-16,Breached,25,0,Missing Reference Data,0.819,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,45.4,"Missing Reference Data in Reference Data from ABOR is ranked Medium because the item is 20 days old, has a break amount of 693.47, and carries confidence 0.819.",0.1468,False,Aging unresolved item,Medium
EXC0000414,Position Reconciliation Break,Positions,Murex,EMEA,Equity,1,0,27194.82,6.53,0,0,6,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Resolved,2026-03-22,Within SLA,23,0,Position Reconciliation Break,0.703,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",True,28.6,"Position Reconciliation Break in Positions from Murex is ranked Medium because the item is 0 days old, has a break amount of 27194.82, and carries confidence 0.703.",0.353,False,Multi-factor isolation signal,Medium
EXC0000415,Delayed Source Load,Source Control,ABOR,Americas,ETF,1,13,1845.94,-0.95,0,0,66,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Open,2026-05-16,Breached,22,0,Delayed Source Load,0.977,Source Systems,Most similar historical pattern: Delayed Source Load,Check source-system batch status and notify technology owner if SLA breached.,False,43.8,"Delayed Source Load in Source Control from ABOR is ranked Medium because the item is 13 days old, has a break amount of 1845.94, and carries confidence 0.977.",0.3406,False,Late source refresh,Medium
EXC0000416,Invalid Currency,Reference Data,SimCorp,EMEA,Corporate Bond,1,11,750.12,4.25,0,1,14,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-09,Breached,20,0,Invalid Currency,0.86,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,36.0,"Invalid Currency in Reference Data from SimCorp is ranked Low because the item is 11 days old, has a break amount of 750.12, and carries confidence 0.86.",0.0427,False,Multi-factor isolation signal,Low
EXC0000417,Unknown / Needs SME Review,Reference Data,IBOR,Americas,Equity,1,4,1461.1,2.15,0,0,5,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Resolved,2026-05-16,Breached,12,0,Unknown / Needs SME Review,0.525,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,39.1,"Unknown / Needs SME Review in Reference Data from IBOR is ranked Low because the item is 4 days old, has a break amount of 1461.1, and carries confidence 0.525.",0.0863,False,Multi-factor isolation signal,Low
EXC0000418,Duplicate Record,Trades,Custodian,Americas,Corporate Bond,1,15,138963.5,0.53,1,0,10,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Escalated,2026-04-21,Breached,22,1,Duplicate Record,0.928,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,72.7,"Duplicate Record in Trades from Custodian is ranked Critical because the item is 15 days old, has a break amount of 138963.5, and carries confidence 0.928.",0.3234,False,High-value reconciliation break,Critical
EXC0000419,Position Reconciliation Break,Positions,Aladdin,EMEA,ETF,1,17,69409.66,-1.11,0,0,9,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Resolved,2026-04-05,Breached,20,1,Position Reconciliation Break,0.789,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,68.5,"Position Reconciliation Break in Positions from Aladdin is ranked Critical because the item is 17 days old, has a break amount of 69409.66, and carries confidence 0.789.",0.2623,False,High-value reconciliation break,Critical
EXC0000420,Duplicate Record,Trades,Custodian,APAC,ETF,0,20,12231.26,0.04,1,0,16,High,Duplicate Record pattern detected from source controls,Trade Support,24,Open,2026-05-04,Breached,22,0,Duplicate Record,0.85,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,54.6,"Duplicate Record in Trades from Custodian is ranked High because the item is 20 days old, has a break amount of 12231.26, and carries confidence 0.85.",0.1825,False,Aging unresolved item,High
EXC0000421,Delayed Source Load,Source Control,SimCorp,EMEA,Corporate Bond,0,1,7659.64,2.93,0,0,46,Medium,Delayed Source Load pattern detected from source controls,Source Systems,48,Resolved,2026-03-29,Within SLA,11,0,Delayed Source Load,0.892,Source Systems,Most similar historical pattern: Delayed Source Load,Check source-system batch status and notify technology owner if SLA breached.,False,24.6,"Delayed Source Load in Source Control from SimCorp is ranked Medium because the item is 1 days old, has a break amount of 7659.64, and carries confidence 0.892.",0.3803,False,Multi-factor isolation signal,Medium
EXC0000422,Missing Reference Data,Reference Data,Custodian,APAC,Corporate Bond,1,3,1025.67,4.56,0,0,7,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-13,Within SLA,20,0,Unknown / Needs SME Review,0.476,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,19.9,"Unknown / Needs SME Review in Reference Data from Custodian is ranked Low because the item is 3 days old, has a break amount of 1025.67, and carries confidence 0.476.",0.0976,False,Multi-factor isolation signal,Low
EXC0000423,Position Reconciliation Break,Positions,Custodian,APAC,Derivative,1,11,21970.76,-5.31,0,0,0,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Open,2026-03-30,Breached,18,0,Position Reconciliation Break,0.764,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,56.1,"Position Reconciliation Break in Positions from Custodian is ranked High because the item is 11 days old, has a break amount of 21970.76, and carries confidence 0.764.",0.3565,False,Multi-factor isolation signal,High
EXC0000424,Trade Match Break,Trades,IBOR,EMEA,Government Bond,0,16,7273.79,2.78,0,0,4,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-26,Breached,21,0,Trade Match Break,0.772,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,55.0,"Trade Match Break in Trades from IBOR is ranked High because the item is 16 days old, has a break amount of 7273.79, and carries confidence 0.772.",0.0526,False,Aging unresolved item,High
EXC0000425,Unknown / Needs SME Review,Reference Data,ABOR,EMEA,Corporate Bond,1,4,2121.94,0.07,0,0,3,Low,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,72,Resolved,2026-04-17,Breached,11,0,Unknown / Needs SME Review,0.717,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,37.2,"Unknown / Needs SME Review in Reference Data from ABOR is ranked Low because the item is 4 days old, has a break amount of 2121.94, and carries confidence 0.717.",0.0956,False,Multi-factor isolation signal,Low
EXC0000426,Stale Price,Pricing,Custodian,Americas,Derivative,0,7,955.43,0.3,0,0,84,Low,Stale Price pattern detected from source controls,Pricing Control,72,Resolved,2026-05-06,Breached,21,0,Stale Price,0.962,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,35.0,"Stale Price in Pricing from Custodian is ranked Low because the item is 7 days old, has a break amount of 955.43, and carries confidence 0.962.",0.4031,False,Late source refresh,Low
EXC0000427,Missing Reference Data,Reference Data,Refinitiv,Americas,Equity,2,9,394.89,2.54,0,0,15,Low,Missing Reference Data pattern detected from source controls,Reference Data Ops,72,Suppressed,2026-04-26,Breached,17,0,Missing Reference Data,0.896,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,35.5,"Missing Reference Data in Reference Data from Refinitiv is ranked Low because the item is 9 days old, has a break amount of 394.89, and carries confidence 0.896.",0.0387,False,Multi-factor isolation signal,Low
EXC0000428,Duplicate Record,Trades,Murex,APAC,ETF,0,14,47989.97,6.3,1,0,0,High,Duplicate Record pattern detected from source controls,Trade Support,24,Escalated,2026-03-26,Breached,22,0,Duplicate Record,0.914,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,56.8,"Duplicate Record in Trades from Murex is ranked High because the item is 14 days old, has a break amount of 47989.97, and carries confidence 0.914.",0.2846,False,Aging unresolved item,High
EXC0000429,Duplicate Record,Trades,Bloomberg,APAC,Government Bond,1,5,19761.62,-0.29,1,0,7,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Resolved,2026-04-30,Breached,17,0,Duplicate Record,0.912,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,45.6,"Duplicate Record in Trades from Bloomberg is ranked Medium because the item is 5 days old, has a break amount of 19761.62, and carries confidence 0.912.",0.0967,False,Multi-factor isolation signal,Medium
EXC0000430,Trade Match Break,Trades,Bloomberg,Americas,Corporate Bond,0,6,16950.34,1.26,0,0,2,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Escalated,2026-04-25,Breached,40,0,Trade Match Break,0.91,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,46.4,"Trade Match Break in Trades from Bloomberg is ranked Medium because the item is 6 days old, has a break amount of 16950.34, and carries confidence 0.91.",0.1145,False,Multi-factor isolation signal,Medium
EXC0000431,Position Reconciliation Break,Positions,Murex,EMEA,ETF,0,3,200387.38,-2.44,0,0,17,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-04-05,Breached,23,1,Position Reconciliation Break,0.762,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,70.6,"Position Reconciliation Break in Positions from Murex is ranked High because the item is 3 days old, has a break amount of 200387.38, and carries confidence 0.762.",0.617,True,High-value reconciliation break,High
EXC0000432,Duplicate Record,Trades,Murex,APAC,Corporate Bond,1,4,35135.47,2.6,1,0,14,High,Duplicate Record pattern detected from source controls,Trade Support,24,Suppressed,2026-05-03,Breached,22,0,Duplicate Record,0.891,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,56.0,"Duplicate Record in Trades from Murex is ranked High because the item is 4 days old, has a break amount of 35135.47, and carries confidence 0.891.",0.1683,False,Multi-factor isolation signal,High
EXC0000433,Trade Match Break,Trades,Refinitiv,APAC,ETF,0,20,40620.05,-0.23,0,0,2,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-04-01,Breached,15,0,Trade Match Break,0.866,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,65.2,"Trade Match Break in Trades from Refinitiv is ranked Critical because the item is 20 days old, has a break amount of 40620.05, and carries confidence 0.866.",0.3177,False,Aging unresolved item,Critical
EXC0000434,Trade Match Break,Trades,ABOR,EMEA,Corporate Bond,1,16,84477.72,5.44,0,0,13,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Resolved,2026-05-03,Breached,28,1,Trade Match Break,0.936,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,68.5,"Trade Match Break in Trades from ABOR is ranked Critical because the item is 16 days old, has a break amount of 84477.72, and carries confidence 0.936.",0.2637,False,High-value reconciliation break,Critical
EXC0000435,Stale Price,Pricing,Murex,Americas,ETF,0,20,1065.74,2.4,0,0,26,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Escalated,2026-03-24,Breached,15,0,Stale Price,0.936,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,43.8,"Stale Price in Pricing from Murex is ranked Medium because the item is 20 days old, has a break amount of 1065.74, and carries confidence 0.936.",0.2582,False,Aging unresolved item,Medium
EXC0000436,Missing Client Mapping,Client Data,ABOR,EMEA,Government Bond,1,20,825.36,0.79,0,0,1,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Escalated,2026-04-08,Breached,18,0,Missing Client Mapping,0.895,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,44.3,"Missing Client Mapping in Client Data from ABOR is ranked Medium because the item is 20 days old, has a break amount of 825.36, and carries confidence 0.895.",0.1896,False,Aging unresolved item,Medium
EXC0000437,Trade Match Break,Trades,Custodian,EMEA,Derivative,1,10,103358.64,0.81,0,0,12,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-03-21,Breached,24,1,Trade Match Break,0.895,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,61.5,"Trade Match Break in Trades from Custodian is ranked High because the item is 10 days old, has a break amount of 103358.64, and carries confidence 0.895.",0.2363,False,High-value reconciliation break,High
EXC0000438,Duplicate Record,Trades,ABOR,Americas,Government Bond,0,3,23181.94,2.41,1,0,10,Medium,Duplicate Record pattern detected from source controls,Trade Support,48,Resolved,2026-04-15,Breached,17,0,Duplicate Record,0.899,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,46.0,"Duplicate Record in Trades from ABOR is ranked Medium because the item is 3 days old, has a break amount of 23181.94, and carries confidence 0.899.",0.1149,False,Multi-factor isolation signal,Medium
EXC0000439,Trade Match Break,Trades,Custodian,EMEA,Equity,0,17,100332.5,3.23,0,0,3,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Open,2026-04-07,Breached,24,1,Trade Match Break,0.903,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,70.0,"Trade Match Break in Trades from Custodian is ranked Critical because the item is 17 days old, has a break amount of 100332.5, and carries confidence 0.903.",0.3149,False,High-value reconciliation break,Critical
EXC0000440,Stale Price,Pricing,Aladdin,EMEA,ETF,1,21,612.58,-1.42,0,0,95,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Resolved,2026-04-08,Breached,20,0,Stale Price,0.923,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,44.1,"Stale Price in Pricing from Aladdin is ranked Medium because the item is 21 days old, has a break amount of 612.58, and carries confidence 0.923.",0.6928,True,Late source refresh,High
EXC0000441,Invalid Currency,Reference Data,Aladdin,EMEA,Equity,1,4,1251.02,1.13,0,1,0,Low,Invalid Currency pattern detected from source controls,Reference Data Ops,72,Escalated,2026-05-08,Breached,7,0,Invalid Currency,0.888,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,35.3,"Invalid Currency in Reference Data from Aladdin is ranked Low because the item is 4 days old, has a break amount of 1251.02, and carries confidence 0.888.",0.1517,False,Multi-factor isolation signal,Low
EXC0000442,Trade Match Break,Trades,Murex,Americas,ETF,0,16,45369.67,1.49,0,0,9,Critical,Trade Match Break pattern detected from source controls,Trade Support,8,Escalated,2026-05-18,Breached,20,0,Trade Match Break,0.902,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,65.4,"Trade Match Break in Trades from Murex is ranked Critical because the item is 16 days old, has a break amount of 45369.67, and carries confidence 0.902.",0.1287,False,Aging unresolved item,Critical
EXC0000443,Stale Price,Pricing,Bloomberg,EMEA,Corporate Bond,0,8,2545.43,2.03,0,0,66,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Resolved,2026-03-23,Breached,12,0,Stale Price,0.946,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,43.7,"Stale Price in Pricing from Bloomberg is ranked Medium because the item is 8 days old, has a break amount of 2545.43, and carries confidence 0.946.",0.3242,False,Late source refresh,Medium
EXC0000444,Performance Return Outlier,Positions,SimCorp,APAC,Derivative,0,20,15621.36,12.14,0,0,6,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Resolved,2026-04-14,Breached,4,0,Performance Return Outlier,0.693,Reconciliation,Most similar historical pattern: Performance Return Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",True,55.7,"Performance Return Outlier in Positions from SimCorp is ranked High because the item is 20 days old, has a break amount of 15621.36, and carries confidence 0.693.",0.3574,False,Large price/return move,High
EXC0000445,Performance Return Outlier,Positions,Murex,EMEA,Corporate Bond,0,4,6983.04,17.31,0,0,5,Medium,Performance Return Outlier pattern detected from source controls,Reconciliation,48,Resolved,2026-05-12,Breached,10,0,Performance Return Outlier,0.672,Reconciliation,Most similar historical pattern: Performance Return Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",True,46.7,"Performance Return Outlier in Positions from Murex is ranked Medium because the item is 4 days old, has a break amount of 6983.04, and carries confidence 0.672.",0.3794,False,Large price/return move,Medium
EXC0000446,Invalid Currency,Reference Data,Bloomberg,Americas,Government Bond,1,14,2680.59,3.89,0,1,14,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Suppressed,2026-04-13,Breached,17,0,Invalid Currency,0.909,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,44.3,"Invalid Currency in Reference Data from Bloomberg is ranked Medium because the item is 14 days old, has a break amount of 2680.59, and carries confidence 0.909.",0.039,False,Aging unresolved item,Medium
EXC0000447,Position Reconciliation Break,Positions,IBOR,APAC,Government Bond,0,1,29534.11,2.41,0,0,4,Medium,Position Reconciliation Break pattern detected from source controls,Reconciliation,48,Open,2026-05-03,Within SLA,27,0,Position Reconciliation Break,0.89,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,27.0,"Position Reconciliation Break in Positions from IBOR is ranked Medium because the item is 1 days old, has a break amount of 29534.11, and carries confidence 0.89.",0.2639,False,Multi-factor isolation signal,Medium
EXC0000448,Duplicate Record,Trades,ABOR,Americas,Equity,1,20,24569.23,0.26,1,0,10,Critical,Duplicate Record pattern detected from source controls,Trade Support,8,Resolved,2026-04-29,Breached,17,0,Duplicate Record,0.932,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,63.3,"Duplicate Record in Trades from ABOR is ranked Critical because the item is 20 days old, has a break amount of 24569.23, and carries confidence 0.932.",0.172,False,Aging unresolved item,Critical
EXC0000449,Trade Match Break,Trades,Refinitiv,Americas,Corporate Bond,1,9,189928.38,3.52,0,0,3,High,Trade Match Break pattern detected from source controls,Trade Support,24,Escalated,2026-03-31,Breached,15,1,Trade Match Break,0.88,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,68.2,"Trade Match Break in Trades from Refinitiv is ranked High because the item is 9 days old, has a break amount of 189928.38, and carries confidence 0.88.",0.5196,True,High-value reconciliation break,High
EXC0000450,Price Outlier,Pricing,IBOR,APAC,Derivative,0,10,2899.68,15.62,0,0,1,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Escalated,2026-04-17,Breached,12,0,Price Outlier,0.897,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,44.2,"Price Outlier in Pricing from IBOR is ranked Medium because the item is 10 days old, has a break amount of 2899.68, and carries confidence 0.897.",0.3196,False,Large price/return move,Medium
EXC0000451,Duplicate Record,Trades,Custodian,Americas,Corporate Bond,0,16,21656.72,-3.03,1,0,7,High,Duplicate Record pattern detected from source controls,Trade Support,24,Escalated,2026-04-19,Breached,22,0,Duplicate Record,0.856,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,55.3,"Duplicate Record in Trades from Custodian is ranked High because the item is 16 days old, has a break amount of 21656.72, and carries confidence 0.856.",0.1811,False,Aging unresolved item,High
EXC0000452,Missing Client Mapping,Client Data,Refinitiv,Americas,ETF,2,5,1910.53,-7.08,0,0,2,Low,Missing Client Mapping pattern detected from source controls,Client Data Ops,72,Resolved,2026-04-16,Breached,15,0,Missing Client Mapping,0.962,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,34.9,"Missing Client Mapping in Client Data from Refinitiv is ranked Low because the item is 5 days old, has a break amount of 1910.53, and carries confidence 0.962.",0.2904,False,Multi-factor isolation signal,Low
EXC0000453,Position Reconciliation Break,Positions,Aladdin,Americas,Government Bond,1,16,12298.09,-1.54,0,0,10,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Escalated,2026-05-05,Breached,20,0,Position Reconciliation Break,0.839,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,54.6,"Position Reconciliation Break in Positions from Aladdin is ranked High because the item is 16 days old, has a break amount of 12298.09, and carries confidence 0.839.",0.1022,False,Aging unresolved item,High
EXC0000454,Performance Return Outlier,Positions,Aladdin,APAC,Corporate Bond,0,2,87187.74,7.51,0,0,9,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Resolved,2026-04-02,Breached,8,1,Performance Return Outlier,0.786,Reconciliation,Most similar historical pattern: Performance Return Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,60.7,"Performance Return Outlier in Positions from Aladdin is ranked High because the item is 2 days old, has a break amount of 87187.74, and carries confidence 0.786.",0.3902,False,High-value reconciliation break,High
EXC0000455,Trade Match Break,Trades,ABOR,Americas,ETF,1,9,17581.02,1.93,0,0,9,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-18,Breached,28,0,Trade Match Break,0.942,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,54.4,"Trade Match Break in Trades from ABOR is ranked High because the item is 9 days old, has a break amount of 17581.02, and carries confidence 0.942.",0.0724,False,Multi-factor isolation signal,High
EXC0000456,Trade Match Break,Trades,ABOR,EMEA,Equity,0,7,68084.8,2.99,0,0,19,High,Trade Match Break pattern detected from source controls,Trade Support,24,Open,2026-04-26,Breached,28,1,Trade Match Break,0.941,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,58.4,"Trade Match Break in Trades from ABOR is ranked High because the item is 7 days old, has a break amount of 68084.8, and carries confidence 0.941.",0.2291,False,High-value reconciliation break,High
EXC0000457,Trade Match Break,Trades,Aladdin,EMEA,Derivative,1,9,9971.61,0.85,0,0,17,Medium,Trade Match Break pattern detected from source controls,Trade Support,48,Resolved,2026-04-03,Breached,27,0,Trade Match Break,0.918,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,45.2,"Trade Match Break in Trades from Aladdin is ranked Medium because the item is 9 days old, has a break amount of 9971.61, and carries confidence 0.918.",0.0425,False,Multi-factor isolation signal,Medium
EXC0000458,Invalid Currency,Reference Data,Bloomberg,Americas,ETF,0,12,4542.91,-2.03,0,1,8,Medium,Invalid Currency pattern detected from source controls,Reference Data Ops,48,Resolved,2026-04-14,Breached,17,0,Invalid Currency,0.896,Reference Data Ops,Most similar historical pattern: Invalid Currency,"Validate security currency, trade currency, and portfolio base currency mapping.",False,44.6,"Invalid Currency in Reference Data from Bloomberg is ranked Medium because the item is 12 days old, has a break amount of 4542.91, and carries confidence 0.896.",0.0866,False,Multi-factor isolation signal,Medium
